grade_id,student_id,course_id,group_id,assessment_title,assessment_id,type,score,max_score,date
GR02466,S0225,C002,G03,Quiz 2,C002-QZ,quiz,72.2,100,2026-01-05
GR02467,S0225,C002,G03,Quiz 3,C002-QZ,quiz,50.4,100,2026-01-20
GR02468,S0225,C002,G03,Quiz 4,C002-QZ,quiz,64.6,100,2026-02-03
GR02469,S0225,C002,G03,Assignment 1,C002-AS,assignment,67.0,100,2026-02-18
GR02470,S0225,C002,G03,Assignment 2,C002-AS,assignment,60.7,100,2026-03-04
GR02471,S0225,C002,G03,Assignment 3,C002-AS,assignment,37.6,100,2026-03-18
GR02472,S0225,C002,G03,Practical 1,C002-PR,practical,53.5,100,2026-04-02
GR02473,S0225,C002,G03,Practical 2,C002-PR,practical,52.5,100,2026-04-16
GR02474,S0225,C002,G03,Midterm Exam,C002-EX,exam,56.3,100,2026-05-01
GR02475,S0225,C002,G03,Final Exam,C002-EXF,exam,69.7,100,2026-05-15
GR02476,S0226,C005,G07,Quiz 1,C005-QZ,quiz,61.7,100,2025-12-31
GR02477,S0226,C005,G07,Quiz 2,C005-QZ,quiz,61.4,100,2026-01-14
GR02478,S0226,C005,G07,Quiz 3,C005-QZ,quiz,64.5,100,2026-01-27
GR02479,S0226,C005,G07,Quiz 4,C005-QZ,quiz,74.6,100,2026-02-10
GR02480,S0226,C005,G07,Assignment 1,C005-AS,assignment,67.0,100,2026-02-23
GR02481,S0226,C005,G07,Assignment 2,C005-AS,assignment,73.4,100,2026-03-09
GR02482,S0226,C005,G07,Assignment 3,C005-AS,assignment,57.6,100,2026-03-23
GR02483,S0226,C005,G07,Practical 1,C005-PR,practical,67.2,100,2026-04-05
GR02484,S0226,C005,G07,Practical 2,C005-PR,practical,62.4,100,2026-04-19
GR02485,S0226,C005,G07,Midterm Exam,C005-EX,exam,59.3,100,2026-05-02
GR02486,S0226,C005,G07,Final Exam,C005-EXF,exam,72.4,100,2026-05-16
GR02487,S0227,C001,G02,Quiz 1,C001-QZ,quiz,80.4,100,2025-12-31
GR02488,S0227,C001,G02,Quiz 2,C001-QZ,quiz,75.9,100,2026-01-14
GR02489,S0227,C001,G02,Quiz 3,C001-QZ,quiz,88.2,100,2026-01-27
GR02490,S0227,C001,G02,Quiz 4,C001-QZ,quiz,91.7,100,2026-02-10
GR02491,S0227,C001,G02,Assignment 1,C001-AS,assignment,84.8,100,2026-02-23
GR02492,S0227,C001,G02,Assignment 2,C001-AS,assignment,72.5,100,2026-03-09
GR02493,S0227,C001,G02,Assignment 3,C001-AS,assignment,69.2,100,2026-03-23
GR02494,S0227,C001,G02,Practical 1,C001-PR,practical,93.2,100,2026-04-05
GR02495,S0227,C001,G02,Practical 2,C001-PR,practical,81.6,100,2026-04-19
GR02496,S0227,C001,G02,Midterm Exam,C001-EX,exam,97.8,100,2026-05-02
GR02497,S0227,C001,G02,Final Exam,C001-EXF,exam,57.6,100,2026-05-16
GR02498,S0228,C003,G05,Quiz 1,C003-QZ,quiz,85.2,100,2025-12-17
GR02499,S0228,C003,G05,Quiz 2,C003-QZ,quiz,87.5,100,2026-01-01
GR02500,S0228,C003,G05,Quiz 3,C003-QZ,quiz,70.2,100,2026-01-16
GR02501,S0228,C003,G05,Quiz 4,C003-QZ,quiz,80.3,100,2026-01-31
GR02502,S0228,C003,G05,Assignment 1,C003-AS,assignment,91.9,100,2026-02-15
GR02503,S0228,C003,G05,Assignment 2,C003-AS,assignment,67.1,100,2026-03-02
GR02504,S0228,C003,G05,Assignment 3,C003-AS,assignment,78.1,100,2026-03-16
GR02505,S0228,C003,G05,Practical 1,C003-PR,practical,74.7,100,2026-03-31
GR02506,S0228,C003,G05,Practical 2,C003-PR,practical,69.6,100,2026-04-15
GR02507,S0228,C003,G05,Midterm Exam,C003-EX,exam,74.5,100,2026-04-30
GR02508,S0228,C003,G05,Final Exam,C003-EXF,exam,58.8,100,2026-05-15
GR02509,S0229,C006,G08,Quiz 1,C006-QZ,quiz,84.3,100,2025-12-30
GR02510,S0229,C006,G08,Quiz 2,C006-QZ,quiz,71.8,100,2026-01-13
GR02511,S0229,C006,G08,Quiz 3,C006-QZ,quiz,78.1,100,2026-01-27
GR02512,S0229,C006,G08,Quiz 4,C006-QZ,quiz,72.7,100,2026-02-09
GR02513,S0229,C006,G08,Assignment 1,C006-AS,assignment,70.3,100,2026-02-23
GR02514,S0229,C006,G08,Assignment 2,C006-AS,assignment,66.8,100,2026-03-09
GR02515,S0229,C006,G08,Assignment 3,C006-AS,assignment,65.0,100,2026-03-22
GR02516,S0229,C006,G08,Practical 1,C006-PR,practical,81.3,100,2026-04-05
GR02517,S0229,C006,G08,Practical 2,C006-PR,practical,83.0,100,2026-04-19
GR02518,S0229,C006,G08,Midterm Exam,C006-EX,exam,49.2,100,2026-05-02
GR02519,S0229,C006,G08,Final Exam,C006-EXF,exam,77.7,100,2026-05-16
GR02520,S0230,C002,G04,Quiz 1,C002-QZ,quiz,62.8,100,2025-12-23
GR02521,S0230,C002,G04,Quiz 2,C002-QZ,quiz,68.3,100,2026-01-06
GR02522,S0230,C002,G04,Quiz 3,C002-QZ,quiz,81.8,100,2026-01-21
GR02523,S0230,C002,G04,Quiz 4,C002-QZ,quiz,72.2,100,2026-02-04
GR02524,S0230,C002,G04,Assignment 1,C002-AS,assignment,91.1,100,2026-02-18
GR02525,S0230,C002,G04,Assignment 2,C002-AS,assignment,61.2,100,2026-03-05
GR02526,S0230,C002,G04,Assignment 3,C002-AS,assignment,57.1,100,2026-03-19
GR02527,S0230,C002,G04,Practical 1,C002-PR,practical,82.3,100,2026-04-02
GR02528,S0230,C002,G04,Practical 2,C002-PR,practical,89.3,100,2026-04-17
GR02529,S0230,C002,G04,Midterm Exam,C002-EX,exam,79.1,100,2026-05-01
GR02530,S0230,C002,G04,Final Exam,C002-EXF,exam,83.7,100,2026-05-15
GR02531,S0231,C003,G05,Quiz 1,C003-QZ,quiz,69.8,100,2025-12-28
GR02532,S0231,C003,G05,Quiz 2,C003-QZ,quiz,62.4,100,2026-01-11
GR02533,S0231,C003,G05,Quiz 3,C003-QZ,quiz,66.0,100,2026-01-25
GR02534,S0231,C003,G05,Quiz 4,C003-QZ,quiz,74.6,100,2026-02-08
GR02535,S0231,C003,G05,Assignment 1,C003-AS,assignment,67.2,100,2026-02-22
GR02536,S0231,C003,G05,Assignment 2,C003-AS,assignment,60.1,100,2026-03-08
GR02537,S0231,C003,G05,Assignment 3,C003-AS,assignment,80.3,100,2026-03-21
GR02538,S0231,C003,G05,Practical 1,C003-PR,practical,87.4,100,2026-04-04
GR02539,S0231,C003,G05,Practical 2,C003-PR,practical,64.7,100,2026-04-18
GR02540,S0231,C003,G05,Midterm Exam,C003-EX,exam,53.1,100,2026-05-02
GR02541,S0231,C003,G05,Final Exam,C003-EXF,exam,79.8,100,2026-05-16
GR02542,S0232,C006,G09,Quiz 1,C006-QZ,quiz,84.6,100,2025-12-27
GR02543,S0232,C006,G09,Quiz 2,C006-QZ,quiz,70.8,100,2026-01-10
GR02544,S0232,C006,G09,Quiz 3,C006-QZ,quiz,74.4,100,2026-01-24
GR02545,S0232,C006,G09,Quiz 4,C006-QZ,quiz,91.7,100,2026-02-07
GR02546,S0232,C006,G09,Assignment 1,C006-AS,assignment,86.2,100,2026-02-21
GR02547,S0232,C006,G09,Assignment 2,C006-AS,assignment,68.5,100,2026-03-07
GR02548,S0232,C006,G09,Assignment 3,C006-AS,assignment,69.6,100,2026-03-21
GR02549,S0232,C006,G09,Practical 1,C006-PR,practical,70.6,100,2026-04-04
GR02550,S0232,C006,G09,Practical 2,C006-PR,practical,75.6,100,2026-04-18
GR02551,S0232,C006,G09,Midterm Exam,C006-EX,exam,75.7,100,2026-05-02
GR02552,S0232,C006,G09,Final Exam,C006-EXF,exam,83.1,100,2026-05-16
GR02553,S0233,C004,G06,Quiz 1,C004-QZ,quiz,87.0,100,2025-12-28
GR02554,S0233,C004,G06,Quiz 2,C004-QZ,quiz,69.9,100,2026-01-11
GR02555,S0233,C004,G06,Quiz 3,C004-QZ,quiz,77.7,100,2026-01-25
GR02556,S0233,C004,G06,Quiz 4,C004-QZ,quiz,65.8,100,2026-02-08
GR02557,S0233,C004,G06,Assignment 1,C004-AS,assignment,85.4,100,2026-02-22
GR02558,S0233,C004,G06,Assignment 2,C004-AS,assignment,71.2,100,2026-03-08
GR02559,S0233,C004,G06,Assignment 3,C004-AS,assignment,62.4,100,2026-03-21
GR02560,S0233,C004,G06,Practical 1,C004-PR,practical,79.6,100,2026-04-04
GR02561,S0233,C004,G06,Practical 2,C004-PR,practical,66.7,100,2026-04-18
GR02562,S0233,C004,G06,Midterm Exam,C004-EX,exam,63.9,100,2026-05-02
GR02563,S0233,C004,G06,Final Exam,C004-EXF,exam,50.5,100,2026-05-16
GR02564,S0234,C003,G05,Quiz 1,C003-QZ,quiz,40.4,100,2025-12-18
GR02565,S0234,C003,G05,Quiz 2,C003-QZ,quiz,55.5,100,2026-01-02
GR02566,S0234,C003,G05,Quiz 3,C003-QZ,quiz,82.6,100,2026-01-17
GR02567,S0234,C003,G05,Quiz 4,C003-QZ,quiz,45.5,100,2026-02-01
GR02568,S0234,C003,G05,Assignment 1,C003-AS,assignment,64.8,100,2026-02-15
GR02569,S0234,C003,G05,Assignment 2,C003-AS,assignment,43.6,100,2026-03-02
GR02570,S0234,C003,G05,Assignment 3,C003-AS,assignment,67.3,100,2026-03-17
GR02571,S0234,C003,G05,Practical 1,C003-PR,practical,66.5,100,2026-04-01
GR02572,S0234,C003,G05,Practical 2,C003-PR,practical,54.0,100,2026-04-15
GR02573,S0234,C003,G05,Midterm Exam,C003-EX,exam,48.5,100,2026-04-30
GR02574,S0234,C003,G05,Final Exam,C003-EXF,exam,68.8,100,2026-05-15
GR02575,S0235,C006,G08,Quiz 1,C006-QZ,quiz,61.7,100,2025-12-24
GR02576,S0235,C006,G08,Quiz 2,C006-QZ,quiz,67.7,100,2026-01-07
GR02577,S0235,C006,G08,Quiz 3,C006-QZ,quiz,67.9,100,2026-01-21
GR02578,S0235,C006,G08,Quiz 4,C006-QZ,quiz,63.3,100,2026-02-05
GR02579,S0235,C006,G08,Assignment 1,C006-AS,assignment,77.0,100,2026-02-19
GR02580,S0235,C006,G08,Assignment 2,C006-AS,assignment,67.4,100,2026-03-05
GR02581,S0235,C006,G08,Assignment 3,C006-AS,assignment,69.8,100,2026-03-19
GR02582,S0235,C006,G08,Practical 1,C006-PR,practical,54.0,100,2026-04-03
GR02583,S0235,C006,G08,Practical 2,C006-PR,practical,63.4,100,2026-04-17
GR02584,S0235,C006,G08,Midterm Exam,C006-EX,exam,84.4,100,2026-05-01
GR02585,S0235,C006,G08,Final Exam,C006-EXF,exam,69.6,100,2026-05-15
GR02586,S0236,C004,G06,Quiz 1,C004-QZ,quiz,60.8,100,2025-12-31
GR02587,S0236,C004,G06,Quiz 2,C004-QZ,quiz,70.8,100,2026-01-14
GR02588,S0236,C004,G06,Quiz 3,C004-QZ,quiz,72.0,100,2026-01-27
GR02589,S0236,C004,G06,Quiz 4,C004-QZ,quiz,69.8,100,2026-02-10
GR02590,S0236,C004,G06,Assignment 1,C004-AS,assignment,80.6,100,2026-02-23
GR02591,S0236,C004,G06,Assignment 2,C004-AS,assignment,66.3,100,2026-03-09
GR02592,S0236,C004,G06,Assignment 3,C004-AS,assignment,70.0,100,2026-03-23
GR02593,S0236,C004,G06,Practical 1,C004-PR,practical,71.5,100,2026-04-05
GR02594,S0236,C004,G06,Practical 2,C004-PR,practical,72.2,100,2026-04-19
GR02595,S0236,C004,G06,Midterm Exam,C004-EX,exam,50.7,100,2026-05-02
GR02596,S0236,C004,G06,Final Exam,C004-EXF,exam,65.8,100,2026-05-16
GR02597,S0237,C006,G08,Quiz 1,C006-QZ,quiz,72.2,100,2025-12-23
GR02598,S0237,C006,G08,Quiz 2,C006-QZ,quiz,85.2,100,2026-01-06
GR02599,S0237,C006,G08,Quiz 3,C006-QZ,quiz,60.9,100,2026-01-21
GR02600,S0237,C006,G08,Quiz 4,C006-QZ,quiz,63.0,100,2026-02-04
GR02601,S0237,C006,G08,Assignment 1,C006-AS,assignment,74.2,100,2026-02-18
GR02602,S0237,C006,G08,Assignment 2,C006-AS,assignment,70.3,100,2026-03-05
GR02603,S0237,C006,G08,Assignment 3,C006-AS,assignment,49.3,100,2026-03-19
GR02604,S0237,C006,G08,Practical 1,C006-PR,practical,89.2,100,2026-04-02
GR02605,S0237,C006,G08,Practical 2,C006-PR,practical,80.2,100,2026-04-17
GR02606,S0237,C006,G08,Midterm Exam,C006-EX,exam,81.1,100,2026-05-01
GR02607,S0237,C006,G08,Final Exam,C006-EXF,exam,88.4,100,2026-05-15
GR02608,S0238,C001,G01,Quiz 1,C001-QZ,quiz,84.3,100,2025-12-22
GR02609,S0238,C001,G01,Quiz 2,C001-QZ,quiz,73.6,100,2026-01-05
GR02610,S0238,C001,G01,Quiz 3,C001-QZ,quiz,75.9,100,2026-01-20
GR02611,S0238,C001,G01,Quiz 4,C001-QZ,quiz,72.2,100,2026-02-03
GR02612,S0238,C001,G01,Assignment 1,C001-AS,assignment,68.6,100,2026-02-18
GR02613,S0238,C001,G01,Assignment 2,C001-AS,assignment,67.1,100,2026-03-04
GR02614,S0238,C001,G01,Assignment 3,C001-AS,assignment,74.4,100,2026-03-18
GR02615,S0238,C001,G01,Practical 1,C001-PR,practical,91.5,100,2026-04-02
GR02616,S0238,C001,G01,Practical 2,C001-PR,practical,66.4,100,2026-04-16
GR02617,S0238,C001,G01,Midterm Exam,C001-EX,exam,79.7,100,2026-05-01
GR02618,S0238,C001,G01,Final Exam,C001-EXF,exam,70.9,100,2026-05-15
GR02619,S0239,C001,G01,Quiz 1,C001-QZ,quiz,72.1,100,2025-12-16
GR02620,S0239,C001,G01,Quiz 2,C001-QZ,quiz,70.8,100,2025-12-31
GR02621,S0239,C001,G01,Quiz 3,C001-QZ,quiz,83.3,100,2026-01-15
GR02622,S0239,C001,G01,Quiz 4,C001-QZ,quiz,88.2,100,2026-01-30
GR02623,S0239,C001,G01,Assignment 1,C001-AS,assignment,72.4,100,2026-02-14
GR02624,S0239,C001,G01,Assignment 2,C001-AS,assignment,59.1,100,2026-03-01
GR02625,S0239,C001,G01,Assignment 3,C001-AS,assignment,76.9,100,2026-03-16
GR02626,S0239,C001,G01,Practical 1,C001-PR,practical,72.3,100,2026-03-31
GR02627,S0239,C001,G01,Practical 2,C001-PR,practical,82.7,100,2026-04-15
GR02628,S0239,C001,G01,Midterm Exam,C001-EX,exam,76.1,100,2026-04-30
GR02629,S0239,C001,G01,Final Exam,C001-EXF,exam,64.6,100,2026-05-15
GR02630,S0240,C006,G09,Quiz 1,C006-QZ,quiz,82.2,100,2025-12-22
GR02631,S0240,C006,G09,Quiz 2,C006-QZ,quiz,89.1,100,2026-01-05
GR02632,S0240,C006,G09,Quiz 3,C006-QZ,quiz,82.8,100,2026-01-20
GR02633,S0240,C006,G09,Quiz 4,C006-QZ,quiz,78.0,100,2026-02-03
GR02634,S0240,C006,G09,Assignment 1,C006-AS,assignment,79.8,100,2026-02-18
GR02635,S0240,C006,G09,Assignment 2,C006-AS,assignment,56.2,100,2026-03-04
GR02636,S0240,C006,G09,Assignment 3,C006-AS,assignment,59.7,100,2026-03-18
GR02637,S0240,C006,G09,Practical 1,C006-PR,practical,71.3,100,2026-04-02
GR02638,S0240,C006,G09,Practical 2,C006-PR,practical,71.0,100,2026-04-16
GR02639,S0240,C006,G09,Midterm Exam,C006-EX,exam,68.6,100,2026-05-01
GR02640,S0240,C006,G09,Final Exam,C006-EXF,exam,68.6,100,2026-05-15
GR02641,S0241,C002,G04,Quiz 1,C002-QZ,quiz,77.4,100,2025-12-21
GR02642,S0241,C002,G04,Quiz 2,C002-QZ,quiz,74.2,100,2026-01-05
GR02643,S0241,C002,G04,Quiz 3,C002-QZ,quiz,88.9,100,2026-01-19
GR02644,S0241,C002,G04,Quiz 4,C002-QZ,quiz,94.9,100,2026-02-03
GR02645,S0241,C002,G04,Assignment 1,C002-AS,assignment,82.6,100,2026-02-17
GR02646,S0241,C002,G04,Assignment 2,C002-AS,assignment,66.2,100,2026-03-04
GR02647,S0241,C002,G04,Assignment 3,C002-AS,assignment,76.8,100,2026-03-18
GR02648,S0241,C002,G04,Practical 1,C002-PR,practical,59.5,100,2026-04-02
GR02649,S0241,C002,G04,Practical 2,C002-PR,practical,71.3,100,2026-04-16
GR02650,S0241,C002,G04,Midterm Exam,C002-EX,exam,89.9,100,2026-05-01
GR02651,S0241,C002,G04,Final Exam,C002-EXF,exam,90.6,100,2026-05-15
GR02652,S0242,C006,G08,Quiz 1,C006-QZ,quiz,76.0,100,2025-12-17
GR02653,S0242,C006,G08,Quiz 2,C006-QZ,quiz,63.0,100,2026-01-01
GR02654,S0242,C006,G08,Quiz 3,C006-QZ,quiz,84.7,100,2026-01-16
GR02655,S0242,C006,G08,Quiz 4,C006-QZ,quiz,60.8,100,2026-01-31
GR02656,S0242,C006,G08,Assignment 1,C006-AS,assignment,57.7,100,2026-02-15
GR02657,S0242,C006,G08,Assignment 2,C006-AS,assignment,52.1,100,2026-03-02
GR02658,S0242,C006,G08,Assignment 3,C006-AS,assignment,63.8,100,2026-03-16
GR02659,S0242,C006,G08,Practical 1,C006-PR,practical,81.0,100,2026-03-31
GR02660,S0242,C006,G08,Practical 2,C006-PR,practical,81.0,100,2026-04-15
GR02661,S0242,C006,G08,Midterm Exam,C006-EX,exam,85.0,100,2026-04-30
GR02662,S0242,C006,G08,Final Exam,C006-EXF,exam,92.7,100,2026-05-15
GR02663,S0243,C002,G03,Quiz 1,C002-QZ,quiz,68.3,100,2025-12-16
GR02664,S0243,C002,G03,Quiz 2,C002-QZ,quiz,70.6,100,2025-12-31
GR02665,S0243,C002,G03,Quiz 3,C002-QZ,quiz,79.0,100,2026-01-15
GR02666,S0243,C002,G03,Quiz 4,C002-QZ,quiz,57.4,100,2026-01-30
GR02667,S0243,C002,G03,Assignment 1,C002-AS,assignment,72.0,100,2026-02-14
GR02668,S0243,C002,G03,Assignment 2,C002-AS,assignment,74.8,100,2026-03-01
GR02669,S0243,C002,G03,Assignment 3,C002-AS,assignment,62.8,100,2026-03-16
GR02670,S0243,C002,G03,Practical 1,C002-PR,practical,65.7,100,2026-03-31
GR02671,S0243,C002,G03,Practical 2,C002-PR,practical,73.7,100,2026-04-15
GR02672,S0243,C002,G03,Midterm Exam,C002-EX,exam,60.0,100,2026-04-30
GR02673,S0243,C002,G03,Final Exam,C002-EXF,exam,75.0,100,2026-05-15
GR02674,S0244,C004,G06,Quiz 1,C004-QZ,quiz,71.7,100,2026-01-01
GR02675,S0244,C004,G06,Quiz 2,C004-QZ,quiz,81.1,100,2026-01-15
GR02676,S0244,C004,G06,Quiz 3,C004-QZ,quiz,64.2,100,2026-01-28
GR02677,S0244,C004,G06,Quiz 4,C004-QZ,quiz,60.6,100,2026-02-11
GR02678,S0244,C004,G06,Assignment 1,C004-AS,assignment,70.1,100,2026-02-24
GR02679,S0244,C004,G06,Assignment 2,C004-AS,assignment,53.0,100,2026-03-10
GR02680,S0244,C004,G06,Assignment 3,C004-AS,assignment,71.6,100,2026-03-23
GR02681,S0244,C004,G06,Practical 1,C004-PR,practical,62.9,100,2026-04-06
GR02682,S0244,C004,G06,Practical 2,C004-PR,practical,79.4,100,2026-04-19
GR02683,S0244,C004,G06,Midterm Exam,C004-EX,exam,80.5,100,2026-05-03
GR02684,S0244,C004,G06,Final Exam,C004-EXF,exam,70.6,100,2026-05-16
GR02685,S0245,C001,G01,Quiz 1,C001-QZ,quiz,75.8,100,2025-12-29
GR02686,S0245,C001,G01,Quiz 2,C001-QZ,quiz,93.0,100,2026-01-12
GR02687,S0245,C001,G01,Quiz 3,C001-QZ,quiz,86.1,100,2026-01-26
GR02688,S0245,C001,G01,Quiz 4,C001-QZ,quiz,73.3,100,2026-02-09
GR02689,S0245,C001,G01,Assignment 1,C001-AS,assignment,71.6,100,2026-02-22
GR02690,S0245,C001,G01,Assignment 2,C001-AS,assignment,73.9,100,2026-03-08
GR02691,S0245,C001,G01,Assignment 3,C001-AS,assignment,84.8,100,2026-03-22
GR02692,S0245,C001,G01,Practical 1,C001-PR,practical,70.4,100,2026-04-05
GR02693,S0245,C001,G01,Practical 2,C001-PR,practical,87.4,100,2026-04-18
GR02694,S0245,C001,G01,Midterm Exam,C001-EX,exam,93.5,100,2026-05-02
GR02695,S0245,C001,G01,Final Exam,C001-EXF,exam,78.8,100,2026-05-16
GR02696,S0246,C006,G09,Quiz 1,C006-QZ,quiz,86.8,100,2025-12-27
GR02697,S0246,C006,G09,Quiz 2,C006-QZ,quiz,88.3,100,2026-01-10
GR02698,S0246,C006,G09,Quiz 3,C006-QZ,quiz,68.1,100,2026-01-24
GR02699,S0246,C006,G09,Quiz 4,C006-QZ,quiz,80.5,100,2026-02-07
GR02700,S0246,C006,G09,Assignment 1,C006-AS,assignment,74.3,100,2026-02-21
GR02701,S0246,C006,G09,Assignment 2,C006-AS,assignment,56.6,100,2026-03-07
GR02702,S0246,C006,G09,Assignment 3,C006-AS,assignment,67.2,100,2026-03-21
GR02703,S0246,C006,G09,Practical 1,C006-PR,practical,83.8,100,2026-04-04
GR02704,S0246,C006,G09,Practical 2,C006-PR,practical,84.2,100,2026-04-18
GR02705,S0246,C006,G09,Midterm Exam,C006-EX,exam,84.0,100,2026-05-02
GR02706,S0246,C006,G09,Final Exam,C006-EXF,exam,80.6,100,2026-05-16
GR02707,S0247,C001,G02,Quiz 1,C001-QZ,quiz,81.9,100,2025-12-26
GR02708,S0247,C001,G02,Quiz 2,C001-QZ,quiz,58.6,100,2026-01-09
GR02709,S0247,C001,G02,Quiz 3,C001-QZ,quiz,70.2,100,2026-01-23
GR02710,S0247,C001,G02,Quiz 4,C001-QZ,quiz,67.4,100,2026-02-06
GR02711,S0247,C001,G02,Assignment 1,C001-AS,assignment,47.0,100,2026-02-20
GR02712,S0247,C001,G02,Assignment 2,C001-AS,assignment,50.7,100,2026-03-06
GR02713,S0247,C001,G02,Assignment 3,C001-AS,assignment,37.1,100,2026-03-20
GR02714,S0247,C001,G02,Practical 1,C001-PR,practical,60.9,100,2026-04-03
GR02715,S0247,C001,G02,Practical 2,C001-PR,practical,67.1,100,2026-04-17
GR02716,S0247,C001,G02,Midterm Exam,C001-EX,exam,65.4,100,2026-05-01
GR02717,S0247,C001,G02,Final Exam,C001-EXF,exam,59.4,100,2026-05-15
GR02718,S0248,C002,G03,Quiz 1,C002-QZ,quiz,71.1,100,2025-12-26
GR02719,S0248,C002,G03,Quiz 2,C002-QZ,quiz,64.7,100,2026-01-09
GR02720,S0248,C002,G03,Quiz 3,C002-QZ,quiz,70.3,100,2026-01-23
GR02721,S0248,C002,G03,Quiz 4,C002-QZ,quiz,76.4,100,2026-02-06
GR02722,S0248,C002,G03,Assignment 1,C002-AS,assignment,71.0,100,2026-02-20
GR02723,S0248,C002,G03,Assignment 2,C002-AS,assignment,70.9,100,2026-03-06
GR02724,S0248,C002,G03,Assignment 3,C002-AS,assignment,62.0,100,2026-03-20
GR02725,S0248,C002,G03,Practical 1,C002-PR,practical,63.8,100,2026-04-03
GR02726,S0248,C002,G03,Practical 2,C002-PR,practical,73.4,100,2026-04-17
GR02727,S0248,C002,G03,Midterm Exam,C002-EX,exam,80.1,100,2026-05-01
GR02728,S0248,C002,G03,Final Exam,C002-EXF,exam,73.8,100,2026-05-15
GR02729,S0249,C002,G03,Quiz 1,C002-QZ,quiz,84.4,100,2025-12-27
GR02730,S0249,C002,G03,Quiz 2,C002-QZ,quiz,75.2,100,2026-01-10
GR02731,S0249,C002,G03,Quiz 3,C002-QZ,quiz,75.0,100,2026-01-24
GR02732,S0249,C002,G03,Quiz 4,C002-QZ,quiz,89.2,100,2026-02-07
GR02733,S0249,C002,G03,Assignment 1,C002-AS,assignment,77.4,100,2026-02-21
GR02734,S0249,C002,G03,Assignment 2,C002-AS,assignment,64.8,100,2026-03-07
GR02735,S0249,C002,G03,Assignment 3,C002-AS,assignment,71.9,100,2026-03-21
GR02736,S0249,C002,G03,Practical 1,C002-PR,practical,91.6,100,2026-04-04
GR02737,S0249,C002,G03,Practical 2,C002-PR,practical,78.6,100,2026-04-18
GR02738,S0249,C002,G03,Midterm Exam,C002-EX,exam,82.7,100,2026-05-02
GR02739,S0249,C002,G03,Final Exam,C002-EXF,exam,80.1,100,2026-05-16
GR02740,S0250,C004,G06,Quiz 1,C004-QZ,quiz,70.3,100,2025-12-16
GR02741,S0250,C004,G06,Quiz 2,C004-QZ,quiz,49.4,100,2025-12-31
GR02742,S0250,C004,G06,Quiz 3,C004-QZ,quiz,55.2,100,2026-01-15
GR02743,S0250,C004,G06,Quiz 4,C004-QZ,quiz,65.1,100,2026-01-30
GR02744,S0250,C004,G06,Assignment 1,C004-AS,assignment,78.3,100,2026-02-14
GR02745,S0250,C004,G06,Assignment 2,C004-AS,assignment,70.6,100,2026-03-01
GR02746,S0250,C004,G06,Assignment 3,C004-AS,assignment,69.2,100,2026-03-16
GR02747,S0250,C004,G06,Practical 1,C004-PR,practical,62.8,100,2026-03-31
GR02748,S0250,C004,G06,Practical 2,C004-PR,practical,76.0,100,2026-04-15
GR02749,S0250,C004,G06,Midterm Exam,C004-EX,exam,74.3,100,2026-04-30
GR02750,S0250,C004,G06,Final Exam,C004-EXF,exam,77.9,100,2026-05-15
GR02751,S0251,C006,G08,Quiz 1,C006-QZ,quiz,77.8,100,2025-12-18
GR02752,S0251,C006,G08,Quiz 2,C006-QZ,quiz,78.0,100,2026-01-02
GR02753,S0251,C006,G08,Quiz 3,C006-QZ,quiz,70.6,100,2026-01-17
GR02754,S0251,C006,G08,Quiz 4,C006-QZ,quiz,76.7,100,2026-02-01
GR02755,S0251,C006,G08,Assignment 1,C006-AS,assignment,76.6,100,2026-02-15
GR02756,S0251,C006,G08,Assignment 2,C006-AS,assignment,72.9,100,2026-03-02
GR02757,S0251,C006,G08,Assignment 3,C006-AS,assignment,53.5,100,2026-03-17
GR02758,S0251,C006,G08,Practical 1,C006-PR,practical,77.1,100,2026-04-01
GR02759,S0251,C006,G08,Practical 2,C006-PR,practical,87.8,100,2026-04-15
GR02760,S0251,C006,G08,Midterm Exam,C006-EX,exam,82.3,100,2026-04-30
GR02761,S0251,C006,G08,Final Exam,C006-EXF,exam,77.8,100,2026-05-15
GR02762,S0252,C001,G02,Quiz 1,C001-QZ,quiz,69.3,100,2025-12-25
GR02763,S0252,C001,G02,Quiz 2,C001-QZ,quiz,88.0,100,2026-01-08
GR02764,S0252,C001,G02,Quiz 3,C001-QZ,quiz,80.8,100,2026-01-22
GR02765,S0252,C001,G02,Quiz 4,C001-QZ,quiz,65.2,100,2026-02-05
GR02766,S0252,C001,G02,Assignment 1,C001-AS,assignment,72.6,100,2026-02-19
GR02767,S0252,C001,G02,Assignment 2,C001-AS,assignment,61.2,100,2026-03-06
GR02768,S0252,C001,G02,Assignment 3,C001-AS,assignment,58.8,100,2026-03-20
GR02769,S0252,C001,G02,Practical 1,C001-PR,practical,82.5,100,2026-04-03
GR02770,S0252,C001,G02,Practical 2,C001-PR,practical,91.2,100,2026-04-17
GR02771,S0252,C001,G02,Midterm Exam,C001-EX,exam,77.1,100,2026-05-01
GR02772,S0252,C001,G02,Final Exam,C001-EXF,exam,73.8,100,2026-05-15
GR02773,S0253,C002,G03,Quiz 1,C002-QZ,quiz,82.1,100,2025-12-26
GR02774,S0253,C002,G03,Quiz 2,C002-QZ,quiz,69.8,100,2026-01-09
GR02775,S0253,C002,G03,Quiz 3,C002-QZ,quiz,86.3,100,2026-01-23
